Bus_name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat_Availability,Bus Link,Bus Route
,,,,,,,,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),23:00,04:30,05h 30m,280,3.0,7 Seats available,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),23:20,06:20,07h 00m,399,3.6,24 Seats available,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,400,3.3,15 Seats available,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),23:30,04:35,05h 05m,700,4.2,21 Seats available,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
GMRK Tours and Travels,Bharat Benz A/C Sleeper (2+1),20:30,23:10,02h 40m,909,4.4,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
KTC Travels,A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,1000,3.3,36 Seats available,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
NS Travels,Non A/C Seater / Sleeper (2+1),23:45,04:30,04h 45m,380,,23 Seats available,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
AdDK SAVARKAR TRAVELS,A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,500,4.4,29 Seats available,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,450,4.1,27 Seats available,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,349,4.1,22 Seats available,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,449,4.3,28 Seats available,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Vasavi travels,NON A/C Seater/ Sleeper (2+1),23:59,05:40,05h 41m,400,5.0,34 Seats available,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
DMR Travels,A/C Sleeper (2+1),16:25,21:35,05h 10m,649,3.4,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Morning Star Travels,A/C Sleeper (2+1),16:30,21:15,04h 45m,790,5.0,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
PRL BUS,A/C Seater / Sleeper (2+1),16:30,20:25,03h 55m,690,3.3,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Zingbus Plus,A/C Sleeper (2+1),16:50,21:25,04h 35m,467,4.8,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:00,07h 30m,900,3.6,8 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,05:30,07h 50m,1156,4.1,8 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Chandu Travels,A/C Sleeper (2+1),22:00,05:15,07h 15m,1131,4.3,15 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,750,4.0,6 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,03:00,06h 30m,559,4.6,12 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Madhavi Travels,A/C Seater / Sleeper (2+1),22:10,06:10,08h 00m,900,4.4,16 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Al madeena Travels,Non A/C Seater / Sleeper (2+1),22:10,06:30,08h 20m,799,4.3,11 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
IntrCity SmartBus,,23:40,05:30,05h 50m,,4.5,,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1638,Super Luxury (Non AC Seater 2+2 Push Back),18:00,02:15,08h 15m,470,4.4,4 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Giridhar Tours and Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,1590,4.6,3 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,890,4.1,11 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Dosti Tours and Travels,A/C Sleeper (2+1),22:00,04:55,06h 55m,1299,3.8,13 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram,Hyderabad to Markapuram
Jagan Travels,A/C Sleeper (2+1),16:45,21:00,04h 15m,599,4.0,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),18:00,21:15,03h 15m,599,5.0,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:20,21:05,02h 45m,599,4.0,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
NueGo,Electric A/C Seater (2+2),16:30,20:05,03h 35m,338,4.6,,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,Electric A/C Seater (2+2),16:35,20:10,03h 35m,238,4.1,,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
PADMAVATHI TRAVELS,Tempo Traveler A/C,17:00,22:00,05h 00m,495,4.0,,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
PADMAVATHI TRAVELS,Tempo Traveler A/C,17:15,22:15,05h 00m,495,4.0,,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
PADMAVATHI TRAVELS,Tempo Traveler A/C,17:30,22:30,05h 00m,495,4.0,,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,Electric A/C Seater/Sleeper (2+1),23:30,07:15,07h 45m,896,4.1,9 Seats available,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
Yolo Bus,A/C Seater / Sleeper (2+1),23:20,08:09,08h 49m,460,4.5,14 Seats available,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,07:10,07h 25m,679,4.5,20 Seats available,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
Svkdt travels,A/C Sleeper (2+1),22:00,06:00,08h 00m,1190,4.3,18 Seats available,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam
TGSRTC - 9717,Deluxe (Non AC Seater 2+2),17:45,21:45,04h 00m,265,2.7,,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh)
Dosti Tours and Travels,A/C Sleeper (2+1),22:00,03:15,05h 15m,1299,4.8,12 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh)
IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:55,02:45,04h 50m,849,4.4,17 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh)
KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,03:30,06h 00m,780,3.9,16 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh)
SHANU TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,04:05,06h 15m,899,2.7,7 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Hyderabad to Macherla (andhra pradesh)
Mythri Tours And Travels,A/C Sleeper (2+1),23:00,07:40,08h 40m,924,4.5,11 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry,Hyderabad to Rajahmundry
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:15,07:35,08h 20m,1019,4.3,9 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry,Hyderabad to Rajahmundry
Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),22:00,07:30,09h 30m,890,4.0,18 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry,Hyderabad to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry,Hyderabad to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry,Hyderabad to Rajahmundry
Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),22:25,04:15,05h 50m,399,3.8,22 Seats available,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad,Chilakaluripet to Hyderabad
SVR Bus,Non A/C Seater / Sleeper (2+1),22:15,04:45,06h 30m,399,4.1,18 Seats available,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad,Chilakaluripet to Hyderabad
Vikram sri krishna travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,469,4.2,5 Seats available,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad,Chilakaluripet to Hyderabad
AdModern Travels,A/C Sleeper (2+1),22:20,05:00,06h 40m,550,4.0,13 Seats available,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad,Chilakaluripet to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad,Chilakaluripet to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,05:25,08h 25m,469,4.1,22 Seats available,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
Mozo travels,A/C Seater / Sleeper (2+1),19:50,06:00,10h 10m,499,4.5,19 Seats available,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
V Kaveri Travels,A/C Sleeper (2+1),21:45,06:45,09h 00m,800,4.1,15 Seats available,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
IntrCity SmartBus,A/C Sleeper (2+1),23:50,05:30,05h 40m,729,4.7,11 Seats available,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kurnool to Bangalore
BRS Travels,A/C Sleeper (2+1),23:30,05:30,06h 00m,700,4.3,23 Seats available,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kurnool to Bangalore
BRS Travels,A/C Seater / Sleeper (2+1),23:00,05:00,06h 00m,600,4.1,19 Seats available,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kurnool to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kurnool to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kurnool to Bangalore
Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,800,4.3,10 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
Indu Travels,Non A/C Seater / Sleeper (2+1),21:45,04:20,06h 35m,800,4.1,14 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,750,4.1,17 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
BRS Travels,NON AC Seater / Sleeper 2+1,22:30,05:00,06h 30m,900,4.1,3 Seats available,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
DLT BUS,A/C Sleeper (2+1),22:30,07:30,09h 00m,1399,4.0,5 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,09:00,10h 00m,1299,4.1,27 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
National travels and logistics,A/C Sleeper (2+1),22:45,07:00,08h 15m,1290,4.3,9 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
AdFAST LINE BUS,A/C Sleeper (2+1),21:15,06:15,09h 00m,2699,4.5,34 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),19:45,06:00,10h 15m,1148,5.0,14 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
MMK Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,750,4.5,15 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
National travels and logistics,A/C Sleeper (2+1),21:00,06:15,09h 15m,799,4.0,11 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DLT BUS,A/C Sleeper (2+1),21:45,06:30,08h 45m,899,4.4,12 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
AdSAAM BUS,VE A/C Sleeper (2+1),20:30,06:15,09h 45m,800,4.2,8 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03h 54m,700,3.4,,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,600,3.7,20 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,A/C Semi Sleeper (2+2),21:45,02:01,04h 16m,700,5.0,27 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),22:20,02:35,04h 15m,949,3.4,6 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Shajees Motors,A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,600,3.4,2 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,700,3.0,15 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),20:45,03:00,06h 15m,900,3.6,19 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),20:55,02:30,05h 35m,800,5.0,11 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:30,04:45,07h 15m,949,4.2,6 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
MMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,1299,4.3,7 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),22:00,05:25,07h 25m,1599,4.2,2 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
NS Transports,NON A/C Sleeper (2+1),22:45,05:20,06h 35m,1199,4.3,4 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
P K Travels,NON A/C Semi Sleeper (2+2),21:45,05:00,07h 15m,1080,4.2,1 Seat available,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
A1 Travels,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,700,3.2,16 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
SAAM BUS,VE A/C Sleeper (2+1),20:30,04:00,07h 30m,800,4.0,10 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
National travels and logistics,NON A/C Sleeper (2+1),20:45,04:00,07h 15m,599,3.8,14 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,700,3.8,17 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Kalpaka Travels 1,A/C Sleeper (2+1),21:45,05:00,07h 15m,900,4.2,19 Seats available,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Golden Travels,A/C Sleeper (2+1),21:15,05:00,07h 45m,849,4.8,16 Seats available,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
Golden Travels,A/C Sleeper (2+1),21:45,05:10,07h 25m,899,4.3,15 Seats available,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
AdSAAM BUS,VE A/C Sleeper (2+1),22:30,06:00,07h 30m,760,3.7,17 Seats available,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,700,4.2,14 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,07:30,08h 00m,854,4.0,26 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Madhavi Travels,A/C Semi Sleeper (2+2),23:30,07:30,08h 00m,759,4.0,13 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Galaxy Tours,A/C Semi Sleeper (2+2),21:45,06:30,08h 45m,700,3.0,26 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),17:30,23:16,05h 46m,600,2.5,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30,23:30,06h 00m,1200,3.7,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),23:00,06:00,07h 00m,1148,4.0,13 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),23:59,05:40,05h 41m,1499,3.6,4 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
FAST LINE BUS,A/C Sleeper (2+1),23:59,06:15,06h 16m,2699,,34 Seats available,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
MMK Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,999,4.5,1 Seat available,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
DLT BUS,A/C Sleeper (2+1),22:30,05:20,06h 50m,1399,4.5,8 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
DLT BUS,A/C Sleeper (2+1),22:30,05:30,07h 00m,1399,3.9,9 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:30,08h 30m,1299,4.0,29 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
FAST LINE BUS,A/C Sleeper (2+1),21:15,04:00,06h 45m,2699,,34 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
MMK Travels,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,750,4.5,15 Seats available,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DLT BUS,A/C Sleeper (2+1),23:45,06:30,06h 45m,899,4.3,11 Seats available,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
MMK Travels,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,750,4.7,17 Seats available,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
Suraj Holidays,VE A/C Sleeper (2+1),23:58,07:15,07h 17m,900,3.9,21 Seats available,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
BLM Transports,A/C Sleeper (2+1),20:15,05:00,08h 45m,988,3.9,13 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,600,3.4,29 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),19:50,04:30,08h 40m,902,4.1,4 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:01,05:00,10h 59m,950,3.4,3 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
EMERALD TRAVELS,A/C Sleeper (2+1),22:10,00:30,02h 20m,1000,4.5,18 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Madhavi Travels,A/C Sleeper (2+1),22:20,01:10,02h 50m,949,5.0,6 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15,01:40,02h 25m,850,3.0,3 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,01:10,01h 40m,854,4.0,20 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,06:15,06h 45m,750,4.6,5 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,04:50,05h 20m,854,4.0,28 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
Madhavi Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,999,4.0,14 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
A1 Travels,A/C Seater / Sleeper (2+1),20:05,03:00,06h 55m,700,4.2,32 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),23:00,04:30,05h 30m,800,2.3,20 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),19:00,03:00,08h 00m,1099,5.0,2 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),18:00,03:00,09h 00m,900,4.0,19 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
Sonia Travels,A/C Seater/Sleeper (2+1),19:10,02:29,07h 19m,1000,3.0,4 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
